date,mean autumn epilimnion 0-5 m oxygen concentration
1984,8.65
1985,10.1
1986,8.83
1987,9.45
1988,9.33
1989,9.35
1990,8.96
1991,9.9
1992,8.72
1993,9.38
1994,10.79
1995,8.41
1996,8.59
1997,9.17
1998,8.7
1999,8.55
2000,13.14
2001,9.04
2002,8.67
2003,8.83
2004,9.01
2005,9.39
2006,10.13
2007,8.83
2008,9.47
2009,7.06
2010,9.35
2011,8.93
2012,8.3
2013,9.69
2014,8.33
2015,8.55
2016,8.74
2017,9.04
2018,8.47
2019,8.96
2020,9.23
2021,9.58
2022,9.51
2023,8.92
