date,mean autumn hypolimnetic density
1984,999.9274
1985,999.8661
1986,999.8602
1987,999.7353
1988,999.8183
1989,999.8211
1990,999.8841
1992,999.8171
1993,999.8806
1994,1000.0073
1995,999.8082
1996,999.7627
1997,999.7175
1998,999.8154
1999,999.8463
2000,999.8319
2001,999.8877
2002,999.7865
2003,999.8507
2004,999.7832
2005,999.93
2006,999.8363
2007,999.7837
2008,999.8875
2009,999.8242
2010,999.8725
2011,999.9071
2012,999.7706
2013,999.947
2014,999.6772
2015,999.756
2022,999.942
2023,999.8749
