date,mean spring epilimnion 5-10 m oxygen concentration
1984,11.38
1985,11.63
1986,13.58
1987,13.59
1988,9.65
1989,9.21
1990,11.67
1991,12.38
1992,12.74
1993,12.37
1994,12.63
1996,12.02
1997,11.09
1998,11.16
2000,11.31
2001,7.62
2002,7.11
2003,7.34
2004,11.26
2005,11.32
2006,11.29
2008,11.46
2009,11.05
2010,10.37
2011,11.39
2012,11.28
2013,11.18
2014,11.1
2015,11.07
2016,10.99
2017,11.01
2018,11.89
2019,11.68
2020,10.89
2021,11.43
2022,11.17
2023,10.97
