date,mean spring bottom temperature
1984,2.91
1985,4.21
1986,2.58
1987,4.69
1988,8.39
1989,6.02
1990,4.93
1991,5.37
1992,4.58
1993,5.96
1994,2.6
1997,6.15
1998,4.96
2000,4.89
2001,5.58
2002,5.61
2003,5.1
2004,6.28
2005,4.06
2006,4.86
2008,4.68
2009,4.12
2010,5.61
2011,5.78
2012,5.55
2013,4.62
2014,5.98
2015,5.27
2016,5.39
2017,6.23
2018,5.01
2019,5.14
2020,5.2
2021,5.48
2022,5.69
2023,5.26
