date,mean summer epilimnion 0-10 m oxygen concentration
1984,7.79
1985,9.75
1986,8.02
1987,8.71
1988,8.07
1989,9.11
1990,9.88
1991,11.62
1992,9.54
1993,9.09
1994,11.96
1995,9.13
1996,9.45
1997,9.52
1998,9.75
1999,9.65
2000,8.23
2001,9.62
2002,6.16
2003,9.7
2004,9.2
2005,9.44
2006,8.94
2007,8.82
2008,9.96
2009,8.59
2010,9.95
2011,9.45
2012,8.81
2013,9.88
2014,9.21
2015,8.74
2016,8.49
2017,8.34
2018,9.78
2019,10.54
2020,10.04
2021,9.55
2022,9.25
2023,9.7
