date,mean late autumn Schmidt stability
1984,2.78
1985,11.75
1986,15.1
1987,4.51
1988,3.19
1989,12.4
1990,6.02
1991,24.62
1992,9.37
1993,5.99
1994,6.85
1995,12.56
1999,8.06
2000,12.01
2001,5.06
2002,10.07
2003,22.28
2004,5.37
2005,52.03
2006,24.88
2007,11.83
2008,0.26
2009,15.89
2010,9.32
2011,37.56
2012,6.39
2014,6.63
2015,6.08
2016,6.43
2017,6.95
2018,5.4
2019,30.62
2020,2.79
2021,5.13
