date,mean spring epilimnion 0-5 m oxygen concentration
1984,11.27
1985,11.99
1986,13.37
1987,13.75
1988,10.09
1989,9.25
1990,11.88
1991,12.93
1992,12.99
1993,13.28
1994,13.05
1996,11.87
1997,11.25
1998,11.38
2000,11.7
2001,8.1
2002,7.25
2003,7.32
2004,11.23
2005,11.57
2006,11.77
2008,11.49
2009,12.03
2010,10.68
2011,11.37
2012,11.53
2013,11.51
2014,11.59
2015,11.39
2016,11.16
2017,11.17
2018,12.27
2019,12.03
2020,11.08
2021,11.58
2022,11.55
2023,11.22
