date,mean autumn bottom temperature
1984,8.89
1985,9.68
1986,9.49
1987,11.09
1988,10.3
1989,10.23
1990,9.45
1991,9.39
1992,10.36
1993,9.16
1994,8.24
1995,10.43
1996,10.94
1997,11.52
1998,9.88
1999,9.14
2000,10.23
2001,9.7
2002,10.72
2003,10.09
2004,10.66
2005,9.06
2006,10.32
2007,10.59
2008,9.99
2009,10.47
2010,10.0
2011,9.67
2012,11.14
2013,9.1
2014,11.39
2015,10.37
2016,9.79
2017,9.82
2018,9.08
2019,9.12
2020,10.08
2021,10.54
2022,8.99
2023,9.76
