date,mean autumn epilimnion 5-10 m oxygen concentration
1984,7.64
1985,9.03
1986,7.58
1987,5.91
1988,7.26
1989,7.0
1990,8.76
1991,8.65
1992,8.07
1993,9.2
1994,8.2
1995,8.18
1996,8.06
1997,8.47
1998,8.47
1999,8.35
2000,11.92
2001,8.06
2002,7.89
2003,8.56
2004,8.61
2005,10.82
2006,9.01
2007,8.32
2008,8.03
2009,6.25
2010,8.52
2011,7.63
2012,7.33
2013,8.66
2014,7.83
2015,7.53
2016,6.66
2017,8.04
2018,8.34
2019,8.55
2020,6.86
2021,7.46
2022,8.92
2023,6.06
