date,mean summer epilimnion 5-10 m oxygen concentration
1984,7.25
1985,8.91
1986,6.76
1987,7.8
1988,5.49
1989,7.64
1990,9.62
1991,12.05
1992,8.96
1993,8.87
1994,10.92
1995,9.64
1996,9.46
1997,9.33
1998,9.75
1999,9.79
2000,7.85
2001,9.74
2002,6.26
2003,9.73
2004,8.86
2005,9.91
2006,9.14
2007,8.37
2008,8.55
2009,7.35
2010,10.81
2011,8.78
2012,8.29
2013,9.12
2014,8.23
2015,7.81
2016,7.27
2017,7.62
2018,9.53
2019,10.14
2020,9.55
2021,9.11
2022,8.58
2023,9.63
