date,mean summer surface oxygen concentration
1984,8.31
1985,9.81
1986,8.8
1987,9.13
1988,10.44
1989,9.32
1990,10.11
1991,11.23
1992,9.92
1993,9.3
1994,12.52
1995,8.8
1996,9.32
1997,9.48
1998,9.75
1999,9.45
2000,8.44
2001,9.37
2002,5.99
2003,9.58
2004,9.35
2005,9.11
2006,8.88
2007,9.12
2008,10.73
2009,9.65
2010,9.37
2011,9.85
2012,9.18
2013,10.25
2014,9.85
2015,9.36
2016,9.26
2017,8.82
2018,9.78
2019,10.4
2020,10.29
2021,9.99
2022,9.75
2023,9.7
