date,mean autumn epilimnion 0-10 m oxygen concentration
1984,8.25
1985,9.67
1986,8.33
1987,8.03
1988,8.5
1989,8.41
1990,8.88
1991,9.4
1992,8.46
1993,9.31
1994,9.75
1995,8.32
1996,8.38
1997,8.89
1998,8.6
1999,8.47
2000,12.65
2001,8.65
2002,8.35
2003,8.72
2004,8.85
2005,9.96
2006,9.68
2007,8.63
2008,8.89
2009,6.73
2010,9.02
2011,8.41
2012,7.91
2013,9.28
2014,8.13
2015,8.14
2016,7.91
2017,8.64
2018,8.42
2019,8.8
2020,8.28
2021,8.73
2022,9.27
2023,7.78
