date,mean summer Secchi depth
1984,0.98
1985,2.48
1986,1.25
1987,2.66
1988,1.42
1989,1.86
1990,3.54
1991,2.65
1992,2.57
1993,5.94
1994,4.23
1995,3.51
1996,2.37
1997,3.23
1998,3.0
1999,3.24
2000,2.16
2001,3.76
2002,3.01
2003,2.61
2004,5.56
2005,3.57
2006,3.99
2007,5.14
2008,3.19
2009,3.02
2010,6.46
2011,4.45
2012,4.98
2013,4.09
2014,4.31
2015,5.2
2016,4.19
2017,4.31
2018,4.38
2019,5.49
2020,3.83
2021,4.24
2022,3.49
2023,3.17
