date,mean early autumn thermocline depth
1984,13.72
1985,13.4
1986,13.15
1987,6.32
1989,10.82
1990,14.99
1991,11.94
1992,13.8
1993,18.91
1994,5.94
1995,13.37
1996,12.64
1997,4.2
1998,17.88
1999,13.26
2000,12.38
2001,13.43
2002,4.75
2003,11.62
2004,13.55
2005,8.21
2006,6.4
2007,17.04
2008,13.78
2009,13.11
2010,12.73
2011,11.57
2012,14.99
2013,10.72
2014,16.86
2015,17.85
2016,10.59
2017,13.75
2018,13.08
2019,12.48
2020,11.68
2021,11.88
2022,12.4
2023,11.44
