date,mean winter bottom temperature
1974,4.4
1978,4.4
1979,3.69
1983,4.27
1984,4.52
1986,4.18
1987,3.64
1988,4.72
1989,4.7
1990,4.9
1991,4.81
1992,4.23
1993,4.5
1994,4.63
1995,4.9
1996,4.89
1997,3.88
1999,4.56
2000,4.72
2001,5.81
2002,4.38
2003,5.74
2004,4.62
2005,4.74
2006,4.0
2007,5.63
2008,4.38
2009,4.18
2010,4.21
2011,4.45
2012,5.26
2013,5.24
2014,5.06
2015,5.74
2016,6.16
2017,5.3
2018,5.39
2019,5.48
2020,6.15
2021,5.42
2022,5.66
2023,6.34
