date,mean winter epilimnion 0-10 m oxygen concentration
1974,6.87
1978,7.44
1979,5.95
1983,7.67
1984,8.28
1986,6.03
1987,9.04
1988,8.33
1989,8.43
1990,7.04
1991,8.37
1992,9.25
1993,9.53
1994,9.06
1995,8.01
1996,7.96
1997,8.84
1999,9.31
2000,9.43
2001,7.83
2002,9.56
2003,8.6
2004,8.91
2005,8.89
2006,8.75
2007,8.03
2008,9.17
2009,9.11
2010,8.85
2011,9.75
2012,9.62
2013,8.77
2014,8.71
2015,7.69
2016,8.39
2017,8.16
2018,9.92
2019,8.93
2020,9.13
2021,9.47
2022,10.52
2023,8.77
