date,mean spring bottom temperature
1973,4.11
1974,4.11
1977,4.24
1978,4.0
1979,3.47
1982,3.91
1983,4.18
1984,3.86
1985,4.11
1986,4.16
1987,3.99
1988,4.81
1989,4.8
1990,5.34
1991,4.22
1992,4.49
1993,4.18
1994,4.66
1995,5.36
1996,4.36
1997,4.43
1998,4.86
1999,4.01
2000,4.47
2001,5.39
2002,4.85
2004,4.41
2005,4.14
2006,4.22
2007,5.45
2008,5.13
2009,4.52
2010,4.11
2011,4.36
2012,4.17
2013,4.35
2014,5.05
2015,4.87
2016,5.3
2017,4.62
2018,4.47
2019,5.34
2020,6.04
2021,5.13
2022,5.29
2023,5.48
