date,mean autumn bottom temperature
1973,4.83
1976,4.35
1978,4.2
1982,4.14
1985,4.2
1986,4.72
1987,4.77
1988,5.59
1989,5.83
1990,6.1
1991,5.52
1992,5.68
1993,5.26
1994,5.86
1995,6.11
1996,5.26
1997,5.69
1998,5.88
1999,5.44
2000,5.84
2001,6.16
2002,6.25
2003,5.2
2004,5.1
2005,4.84
2006,4.79
2007,5.77
2008,5.65
2009,4.92
2010,5.27
2011,5.38
2012,5.14
2013,5.05
2014,5.85
2015,5.74
2016,6.08
2017,5.8
2018,5.66
2019,6.43
2020,6.65
2021,6.29
2022,6.11
2023,6.44
