date,mean annual surface conductivity
1973,296.05
1978,301.07
1986,312.72
1987,322.66
1988,286.93
1989,274.19
1990,296.82
1991,300.67
1992,289.54
1993,292.1
1994,303.81
1995,307.94
1996,297.03
1999,288.23
2000,287.4
2001,299.28
2002,309.45
2003,310.09
2004,301.46
2005,305.56
2006,304.97
2007,306.16
2008,320.9
2009,312.95
2010,321.44
2011,317.23
2012,315.57
2013,326.32
2014,323.52
2015,328.69
2016,321.8
2017,318.68
2018,318.35
2019,328.05
2020,334.88
2021,341.74
2022,330.95
2023,300.3
