date,mean summer bottom temperature
1973,4.45
1976,4.19
1978,4.2
1982,4.0
1985,4.1
1986,4.59
1987,4.43
1988,5.38
1989,5.6
1990,5.93
1991,5.13
1992,5.35
1993,4.93
1994,5.64
1995,5.86
1996,4.78
1997,5.37
1998,5.5
1999,5.02
2000,5.43
2001,5.85
2002,5.89
2003,4.88
2004,4.8
2005,4.54
2006,4.7
2007,5.59
2008,5.45
2009,4.7
2010,4.94
2011,5.04
2012,4.71
2013,4.74
2014,5.55
2015,5.5
2016,5.72
2017,5.28
2018,5.15
2019,6.01
2020,6.4
2021,5.86
2022,5.88
2023,6.09
