date,mean summer bottom oxygen concentration
1994,4.46
1995,5.48
1996,6.4
1997,4.98
1998,6.19
1999,6.34
2000,6.36
2001,5.08
2002,6.84
2003,6.37
2004,6.95
2005,6.94
2006,7.26
2007,6.0
2008,6.01
2009,6.65
2010,7.2
2011,6.03
2012,7.11
2013,7.28
2014,6.79
2015,6.01
2016,6.92
2017,7.12
2018,7.5
2019,6.87
2020,7.16
2021,8.21
2022,7.86
2023,7.96
