date,mean winter epilimnion 5-10 m oxygen concentration
1995,10.98
1996,10.81
1997,11.69
1998,11.42
1999,11.84
2000,11.62
2001,10.64
2002,11.99
2003,11.49
2004,10.71
2005,11.09
2006,11.55
2007,10.8
2008,11.81
2009,11.83
2010,10.45
2011,11.23
2012,11.26
2013,11.21
2014,10.63
2015,10.79
2016,10.47
2017,11.88
2018,11.69
2019,10.99
2020,11.05
2021,11.2
2022,11.51
2023,11.01
