date,mean summer hypolimnetic oxygen concentration
1994,7.45
1995,7.54
1996,8.44
1997,7.0
1998,7.85
1999,8.06
2000,8.21
2001,7.49
2002,8.36
2003,8.5
2004,8.27
2005,8.48
2006,8.84
2007,7.81
2008,8.29
2009,8.06
2010,8.68
2011,8.47
2012,8.13
2013,8.77
2014,8.64
2015,8.14
2016,8.51
2017,8.46
2018,8.85
2019,7.99
2020,8.56
2021,9.44
2022,9.21
2023,8.98
