date,mean early autumn bottom oxygen concentration
1993,2.53
1994,2.56
1995,2.18
1996,2.12
1997,1.52
1998,1.53
1999,3.18
2000,2.78
2001,1.81
2002,3.11
2003,3.3
2004,4.28
2005,3.82
2006,4.46
2007,3.25
2008,3.71
2009,3.88
2010,4.67
2011,4.48
2012,4.62
2013,4.88
2014,3.9
2015,3.83
2016,3.36
2017,4.33
2018,5.12
2019,4.4
2020,4.36
2021,5.56
2022,4.93
2023,5.73
