date,mean autumn Schmidt stability
1993,4306.93
1994,3000.98
1995,2906.0
1996,2713.36
1997,4189.08
1998,2814.34
1999,3678.6
2000,3434.74
2001,3537.65
2002,2949.08
2003,2760.71
2004,4104.4
2005,3959.29
2006,4111.87
2007,3635.35
2008,2981.48
2009,4479.28
2010,3413.32
2011,4277.38
2012,3723.43
2013,3751.23
2014,4920.18
2015,3837.13
2016,4016.19
2017,4053.04
2018,4755.97
2019,4401.2
2020,3135.67
2021,4422.87
2022,4105.14
2023,5479.61
