date,mean autumn surface temperature
1993,16.8
1994,14.06
1995,13.74
1996,13.13
1997,15.68
1998,13.39
1999,14.67
2000,14.73
2001,15.19
2002,13.75
2003,13.61
2004,15.47
2005,15.21
2006,15.41
2007,14.63
2008,14.58
2009,15.97
2010,14.07
2011,16.14
2012,14.81
2013,14.65
2014,16.66
2015,14.92
2016,14.93
2017,15.12
2018,16.0
2019,15.68
2020,13.9
2021,15.5
2022,15.75
2023,17.79
