date,mean late autumn bottom oxygen concentration
1994,0.43
1995,0.22
1996,2.62
1997,0.64
1998,3.6
1999,3.73
2000,1.36
2001,1.84
2002,2.85
2003,3.42
2004,2.47
2005,2.32
2006,3.22
2007,4.08
2008,3.48
2009,2.41
2010,4.46
2011,2.07
2012,3.5
2013,4.88
2014,1.85
2015,1.12
2016,1.95
2017,4.34
2018,4.12
2019,2.57
2020,2.48
2021,5.57
2022,2.76
2023,5.55
