date,mean autumn bottom temperature
1993,5.1
1994,6.84
1995,6.88
1996,5.58
1997,7.01
1998,6.67
1999,6.09
2000,6.54
2001,7.39
2002,6.89
2003,6.14
2004,6.55
2005,5.62
2006,5.67
2007,7.05
2008,6.57
2009,5.74
2010,5.79
2011,5.18
2012,6.09
2013,5.69
2014,6.4
2015,6.69
2016,6.48
2017,6.06
2018,5.52
2019,7.27
2020,6.9
2021,6.85
2022,6.72
2023,6.92
