date,mean summer epilimnion 0-10 m oxygen concentration
1994,9.09
1995,9.75
1996,9.91
1997,10.01
1998,9.69
1999,9.82
2000,10.19
2001,10.32
2002,9.89
2003,9.12
2004,9.58
2005,9.1
2006,9.51
2007,9.91
2008,9.15
2009,9.45
2010,9.53
2011,10.27
2012,9.04
2013,9.66
2014,9.64
2015,9.33
2016,10.09
2017,9.12
2018,9.32
2019,9.07
2020,9.46
2021,10.28
2022,9.61
2023,9.95
