date,mean summer surface temperature
1994,22.62
1995,20.65
1996,18.21
1997,17.6
1998,19.8
1999,17.82
2000,18.38
2001,19.96
2002,20.46
2003,21.96
2004,19.85
2005,19.02
2006,22.67
2007,16.96
2008,20.42
2009,20.33
2010,21.58
2011,21.09
2012,20.66
2013,20.05
2014,17.73
2015,22.41
2016,20.44
2017,21.44
2018,22.01
2019,21.37
2020,21.29
2021,19.4
2022,22.16
2023,23.01
