date,mean summer bottom temperature
1994,6.72
1995,6.64
1996,5.33
1997,6.79
1998,6.37
1999,5.71
2000,6.38
2001,7.13
2002,6.65
2003,5.83
2004,6.31
2005,5.37
2006,5.29
2007,6.89
2008,6.37
2009,5.58
2010,5.5
2011,5.02
2012,5.76
2013,5.47
2014,6.17
2015,6.53
2016,6.39
2017,5.82
2018,5.22
2019,7.05
2020,6.76
2021,6.61
2022,6.61
2023,6.59
