date,mean summer epilimnion 0-5 m oxygen concentration
1994,9.46
1995,9.88
1996,9.93
1997,10.2
1998,9.71
1999,9.86
2000,10.53
2001,10.91
2002,10.18
2003,9.61
2004,9.81
2005,9.21
2006,9.91
2007,10.01
2008,9.25
2009,9.79
2010,9.65
2011,10.44
2012,9.2
2013,9.45
2014,9.77
2015,9.4
2016,10.27
2017,9.4
2018,9.42
2019,9.1
2020,9.7
2021,10.45
2022,9.66
2023,9.99
