date,mean spring epilimnion 5-10 m oxygen concentration
1994,11.38
1995,11.41
1996,11.04
1997,12.03
1998,11.98
1999,12.04
2000,11.83
2001,11.62
2002,12.05
2003,11.74
2004,11.46
2005,11.53
2006,12.24
2007,11.39
2008,11.77
2009,12.0
2010,11.43
2011,12.01
2012,11.3
2013,12.15
2014,11.11
2015,11.79
2016,11.7
2017,12.39
2018,12.06
2019,11.69
2020,11.97
2021,11.65
2022,11.9
2023,11.9
