date,mean summer Schmidt stability
1994,6200.52
1995,5561.94
1996,5167.84
1997,4609.73
1998,5878.24
1999,4980.56
2000,4586.09
2001,5161.57
2002,5489.35
2003,6900.46
2004,5938.57
2005,5691.91
2006,6638.28
2007,4671.9
2008,6064.06
2009,6167.37
2010,6629.12
2011,6637.79
2012,6395.06
2013,6145.63
2014,5082.96
2015,7570.05
2016,6482.41
2017,7334.78
2018,8094.15
2019,6968.24
2020,7179.44
2021,5463.35
2022,7391.3
2023,7563.74
