date,mean summer thermocline depth
1994,9.72
1995,4.62
1996,15.96
1997,15.07
1998,15.16
1999,19.54
2000,15.8
2001,12.61
2002,13.64
2003,13.6
2004,17.72
2005,15.86
2006,6.09
2007,19.72
2008,10.82
2009,16.22
2010,12.39
2011,15.26
2012,17.59
2013,13.69
2014,20.37
2015,14.52
2016,9.42
2017,17.1
2018,15.93
2019,14.61
2020,17.57
2021,11.9
2022,14.83
2023,14.99
