date,mean annual bottom density
2000,1000.1774
2001,1000.1486
2002,1000.1612
2003,1000.1943
2004,1000.1768
2005,1000.2031
2006,1000.208
2007,1000.1501
2008,1000.176
2009,1000.2163
2010,1000.205
2011,1000.2156
2012,1000.197
2013,1000.2102
2014,1000.1941
2015,1000.1862
2016,1000.179
2017,1000.1933
2018,1000.2015
2019,1000.146
2020,1000.158
2021,1000.1732
2022,1000.1725
2023,1000.1668
