date,mean early autumn thermocline depth
1993,18.79
1994,17.4
1995,20.24
1996,18.38
1997,18.76
1998,19.65
1999,18.76
2000,15.83
2001,18.58
2002,18.94
2003,16.01
2004,19.7
2005,19.97
2006,19.11
2007,21.39
2008,17.96
2009,19.15
2010,20.34
2011,17.09
2012,18.39
2013,22.42
2014,22.12
2015,20.11
2016,22.76
2017,20.04
2018,19.43
2019,20.55
2020,20.61
2021,23.79
2022,17.92
2023,18.93
