date,minimum Secchi depth
1997,1.7
1998,2.5
1999,1.6
2000,2.2
2001,1.5
2002,2.4
2003,2.5
2004,2.0
2005,2.4
2006,0.9
2007,1.1
2008,2.6
2009,1.9
2010,1.3
2011,2.8
2012,2.5
2013,1.5
2014,0.8
2015,2.2
2016,1.6
2017,3.0
2018,0.9
2020,3.1
2022,4.0
2023,1.2
