date,mean annual bottom conductivity
2000,375.74
2001,369.17
2002,368.78
2003,382.68
2004,373.49
2005,380.24
2006,382.59
2007,373.92
2008,380.4
2009,403.24
2010,386.62
2011,387.1
2012,382.08
2013,396.74
2014,400.43
2015,399.2
2016,384.26
2017,381.98
2018,374.94
2019,369.79
2020,375.08
2021,379.14
2022,381.0
2023,380.03
