date,mean early autumn hypolimnetic oxygen content
1993,9051.78
1994,9042.14
1995,8468.64
1996,8940.52
1997,7152.87
1998,7135.91
1999,9151.92
2000,9501.2
2001,7663.54
2002,9886.94
2003,10166.38
2004,10146.9
2005,10285.73
2006,10542.77
2007,9511.17
2008,10509.5
2009,10209.64
2010,10259.11
2011,10957.56
2012,9898.81
2013,11654.9
2014,9333.29
2015,10460.12
2016,10080.81
2017,10310.31
2018,10962.96
2019,10081.86
2020,10451.81
2021,12307.86
2022,12128.73
2023,11641.98
