date,mean annual bottom temperature
1994,6.6
1995,6.47
1996,5.25
1997,6.4
1998,6.16
1999,5.5
2000,6.09
2001,6.74
2002,6.35
2003,5.67
2004,6.06
2005,5.26
2006,5.08
2007,6.82
2008,6.23
2009,5.36
2010,5.29
2011,4.97
2012,5.41
2013,5.45
2014,6.15
2015,6.26
2016,6.29
2017,5.71
2018,5.26
2019,6.8
2020,6.66
2021,6.27
2022,6.36
2023,6.45
