date,mean spring bottom oxygen concentration
1994,10.56
1995,10.29
1996,9.36
1997,10.31
1998,10.85
1999,11.33
2000,10.96
2001,10.24
2002,11.13
2003,10.7
2004,10.58
2005,11.44
2006,11.47
2007,10.43
2008,10.98
2009,10.52
2010,11.0
2011,10.68
2012,10.61
2013,11.25
2014,9.84
2015,11.07
2016,10.74
2017,10.87
2018,11.49
2019,11.13
2020,10.94
2021,11.21
2022,11.65
2023,11.5
