date,mean autumn epilimnion 0-10 m oxygen concentration
1993,10.46
1994,8.96
1995,9.06
1996,9.66
1997,9.44
1998,9.44
1999,9.25
2000,9.28
2001,9.37
2002,9.4
2003,8.98
2004,8.73
2005,10.15
2006,9.09
2007,9.45
2008,9.84
2009,8.86
2010,9.13
2011,9.46
2012,9.21
2013,8.96
2014,8.92
2015,9.1
2016,8.85
2017,9.06
2018,8.82
2019,8.82
2020,9.13
2021,9.3
2022,9.25
2023,9.32
