date,mean early autumn Schmidt stability
1993,4312.74
1994,5221.33
1995,4224.91
1996,4246.75
1997,5584.24
1998,4369.16
1999,6412.38
2000,5647.27
2001,4244.91
2002,4736.34
2003,5717.6
2004,5838.45
2005,5742.04
2006,5505.38
2007,4729.07
2008,5276.48
2009,5913.02
2010,5089.7
2011,6343.68
2012,6492.73
2013,5940.82
2014,5595.23
2015,5867.46
2016,6540.56
2017,5345.19
2018,7270.15
2019,6303.15
2020,6028.1
2021,6227.34
2022,7224.77
2023,7871.07
