date,mean annual hypolimnetic density
2000,1000.1609
2001,1000.1271
2002,1000.1411
2003,1000.1778
2004,1000.1545
2005,1000.1851
2006,1000.1903
2007,1000.1337
2008,1000.161
2009,1000.204
2010,1000.1902
2011,1000.2034
2012,1000.1759
2013,1000.1946
2014,1000.173
2015,1000.1642
2016,1000.1591
2017,1000.1787
2018,1000.1827
2019,1000.1148
2020,1000.1408
2021,1000.15
2022,1000.1585
2023,1000.1406
