date,mean annual surface temperature
1994,14.27
1995,12.31
1996,12.24
1997,12.81
1998,12.48
1999,11.79
2000,13.45
2001,12.52
2002,12.85
2003,13.8
2004,12.94
2005,12.17
2006,12.88
2007,13.02
2008,12.65
2009,13.48
2010,11.73
2011,13.94
2012,12.63
2013,12.62
2014,13.1
2015,13.27
2016,13.21
2017,13.6
2018,13.79
2019,13.19
2020,13.41
2021,12.63
2022,14.2
2023,14.26
