date,mean summer epilimnion 5-10 m oxygen concentration
1976,10.37
1977,10.61
1978,11.03
1979,10.44
1980,10.74
1981,10.07
1982,10.43
1983,10.91
1984,10.52
1985,11.24
1986,10.92
1987,10.5
1988,10.88
1989,10.61
1990,10.91
1991,10.55
1992,10.6
1993,10.2
1994,10.63
1995,10.49
1996,10.13
1997,10.47
1998,10.93
1999,10.51
2000,9.95
2008,10.03
