date,mean early autumn hypolimnetic oxygen content
1976,16041.27
1977,16591.58
1978,16959.23
1979,16880.43
1980,16492.98
1981,16772.75
1982,17871.24
1983,17309.62
1984,17853.33
1985,17911.68
1986,17851.85
1987,18262.64
1988,17317.43
1989,17147.6
1990,17402.25
1991,17502.26
1992,17631.98
1993,18211.94
1994,18361.47
1995,18409.42
1996,18145.78
1997,17853.03
1998,17838.65
1999,18325.36
2000,17842.08
2021,18468.66
