date,mean spring epilimnion 0-10 m oxygen concentration
1976,13.02
1977,12.11
1978,12.14
1979,11.95
1980,12.56
1981,11.9
1982,13.12
1983,12.18
1984,11.93
1985,11.57
1986,11.69
1987,11.89
1988,11.52
1989,11.31
1990,11.61
1991,11.63
1992,11.58
1993,11.69
1994,11.6
1995,11.38
1996,11.56
1997,11.57
1998,11.18
1999,11.51
2000,11.37
2003,11.2
2005,11.05
2017,10.9
2022,10.93
