date,mean summer Schmidt stability
1976,9611.92
1977,7153.98
1978,6207.66
1979,6995.59
1980,4935.36
1981,7731.46
1982,7328.2
1983,8317.95
1984,7795.01
1985,7679.98
1986,7013.81
1987,4077.39
1988,6731.01
1989,7702.58
1990,7677.25
1991,7767.26
1992,8155.44
1993,7619.86
1994,9549.28
1995,6924.95
1996,8007.39
1997,5033.1
1998,9832.16
1999,6147.76
2000,6752.95
2008,7180.4
