date,mean spring surface oxygen concentration
1976,13.11
1977,12.32
1978,12.05
1979,11.98
1980,12.54
1981,12.1
1982,13.21
1983,12.23
1984,11.87
1985,11.61
1986,11.72
1987,11.87
1988,11.04
1989,11.3
1990,11.58
1991,11.64
1992,11.56
1993,11.61
1994,11.57
1995,11.35
1996,11.59
1997,11.58
1998,10.93
1999,11.49
2000,11.32
2003,11.15
2005,11.01
2017,10.54
2022,10.62
