date,minimum surface temperature
1976,5.4
1977,5.3
1978,5.2
1979,5.1
1980,5.45
1981,4.45
1982,4.95
1983,5.0
1984,4.9
1985,4.6
1986,4.7
1987,4.1
1988,5.6
1989,5.5
1990,5.5
1991,5.0
1992,5.0
1993,5.65
1994,5.45
1995,5.75
1996,5.5
1997,5.45
1998,5.78
1999,4.95
2000,5.12
