date,mean early autumn Schmidt stability
1976,7036.43
1977,6895.03
1978,7535.49
1979,8629.56
1980,8035.98
1981,6656.91
1982,7996.6
1983,8372.21
1984,6939.59
1985,7023.93
1986,8040.14
1987,7105.12
1988,7841.57
1989,7522.99
1990,8680.56
1991,10273.01
1992,9446.74
1993,6856.92
1994,7893.69
1995,7087.27
1996,7835.93
1997,7518.01
1998,7253.98
1999,6857.1
2000,7856.16
2021,8343.05
