date,mean autumn epilimnion 5-10 m oxygen concentration
1976,10.19
1977,10.8
1978,10.39
1979,10.02
1980,9.86
1981,9.99
1982,10.2
1983,9.94
1984,10.71
1985,10.22
1986,10.39
1987,10.4
1988,9.82
1989,10.25
1990,10.04
1991,10.31
1992,9.86
1993,10.35
1994,10.23
1995,10.44
1996,10.08
1997,10.37
1998,10.03
1999,10.0
2000,10.03
2021,10.71
