date,mean early autumn hypolimnetic oxygen concentration
1976,9.04
1977,9.35
1978,9.56
1979,9.51
1980,9.29
1981,9.45
1982,10.07
1983,9.76
1984,10.06
1985,10.09
1986,10.06
1987,10.29
1988,9.76
1989,9.66
1990,9.81
1991,9.86
1992,9.94
1993,10.26
1994,10.35
1995,10.38
1996,10.23
1997,10.06
1998,10.05
1999,10.33
2000,10.06
2021,10.41
