date,mean autumn Schmidt stability
1976,5807.71
1977,5378.95
1978,5530.6
1979,5796.87
1980,5567.59
1981,4296.59
1982,5570.38
1983,6146.43
1984,5160.18
1985,5876.18
1986,6696.02
1987,5361.97
1988,6229.01
1989,5085.73
1990,6728.81
1991,6090.42
1992,6370.76
1993,4561.2
1994,5954.54
1995,5811.25
1996,5559.59
1997,5561.84
1998,4951.32
1999,5326.09
2000,5699.17
2021,6010.03
