date,mean spring epilimnion 5-10 m oxygen concentration
1976,12.86
1977,11.88
1978,12.2
1979,11.98
1980,12.51
1981,11.8
1982,12.98
1983,12.0
1984,12.49
1985,11.55
1986,11.68
1987,11.9
1988,11.75
1989,11.25
1990,11.58
1991,11.58
1992,11.6
1993,11.72
1994,11.62
1995,11.37
1996,11.57
1997,11.58
1998,11.33
1999,11.57
2000,11.26
2003,11.2
2005,11.13
2017,11.1
2022,11.2
