date,mean late autumn Schmidt stability
1976,3230.41
1977,3013.15
1978,3001.61
1979,2827.15
1980,2589.77
1981,1785.04
1982,3039.71
1983,3254.76
1984,3506.03
1985,2891.74
1986,3755.9
1987,3215.17
1988,3243.86
1989,2840.04
1990,3778.95
1991,2558.66
1992,3104.9
1993,2931.44
1994,4104.48
1995,3039.9
1996,3073.94
1997,2988.01
1998,2284.93
1999,3320.66
2000,3023.43
