date,mean summer epilimnion 0-5 m oxygen concentration
1976,11.62
1977,10.69
1978,11.13
1979,10.99
1980,10.76
1981,10.12
1982,10.08
1983,11.14
1984,10.38
1985,10.58
1986,10.23
1987,10.31
1988,10.68
1989,10.28
1990,10.13
1991,9.85
1992,10.0
1993,9.95
1994,9.83
1995,10.25
1996,9.93
1997,10.17
1998,9.87
1999,10.23
2000,9.93
2008,9.89
