date,mean annual bottom density
1976,1000.1197
1977,1000.1182
1978,1000.1231
1979,1000.1258
1980,1000.1215
1981,1000.1339
1982,1000.1309
1983,1000.1273
1984,1000.1297
1985,1000.1358
1986,1000.1339
1987,1000.1233
1988,1000.1197
1989,1000.1146
1990,1000.1156
1991,1000.121
1992,1000.1229
1993,1000.1204
1994,1000.1177
1995,1000.1096
1996,1000.1156
1997,1000.1225
1998,1000.1112
1999,1000.1166
2000,1000.1168
