date,mean winter epilimnion 5-10 m oxygen concentration
1976,10.56
1977,9.98
1978,10.54
1979,10.06
1980,10.17
1981,10.33
1982,10.64
1983,10.84
1984,10.58
1985,10.22
1986,10.7
1987,10.69
1988,10.72
1989,10.61
1990,10.13
1991,10.47
1992,10.66
1993,10.58
1994,10.8
1995,10.94
1996,10.66
1997,10.73
1998,10.82
1999,10.8
2000,10.76
