date,mean autumn Secchi depth
1976,10.54
1977,5.82
1978,8.62
1979,6.81
1980,5.37
1981,4.13
1982,8.51
1983,8.92
1984,8.43
1985,9.53
1986,6.82
1987,10.31
1988,9.24
1989,7.83
1990,11.08
1991,5.16
1992,8.58
1993,4.5
1994,8.78
1995,8.63
1996,9.92
1997,5.88
1998,6.83
1999,5.49
2000,7.5
2001,9.59
2002,6.71
2003,5.76
2004,7.61
2005,5.42
2006,6.19
2007,8.03
2021,8.43
