date,mean summer epilimnion 0-10 m oxygen concentration
1976,11.21
1977,10.66
1978,11.1
1979,10.81
1980,10.76
1981,10.1
1982,10.19
1983,11.07
1984,10.43
1985,10.8
1986,10.46
1987,10.37
1988,10.74
1989,10.39
1990,10.39
1991,10.08
1992,10.2
1993,10.03
1994,10.09
1995,10.33
1996,10.0
1997,10.27
1998,10.22
1999,10.32
2000,9.94
2008,9.92
