date,mean spring epilimnion 0-5 m oxygen concentration
1976,13.1
1977,12.23
1978,12.11
1979,11.94
1980,12.58
1981,11.94
1982,13.2
1983,12.27
1984,11.65
1985,11.59
1986,11.7
1987,11.89
1988,11.4
1989,11.34
1990,11.62
1991,11.66
1992,11.58
1993,11.67
1994,11.6
1995,11.38
1996,11.56
1997,11.56
1998,11.1
1999,11.49
2000,11.43
2003,11.2
2005,11.01
2017,10.73
2022,10.71
